geonameid,name,asciiname,alternatenames,latitude,longitude
1859383,Kishiwada,Kishiwada,"Kishiwada,Kisivada,Kisiwada,an he tian shi,gisiwada si,????????,????,???? ?",34.46667,135.36667
1859393,Kisarazu,Kisarazu,"Kisaradu,Kisarazu,Kizarazu,gisalajeu si,mu geng jin shi,????,???? ?",35.37472,139.9225
1859405,Kiry?,Kiryu,"Kiri,Kiriu,Kiryu,Kiry?,????",36.4,139.33333
1859642,Kawasaki,Kawasaki,"Kauasaki,Kavasakis,Kawasaki,Kawasaki Si,Ka?asaki,chuan qi shi,gawasaki si,kawasaky,????????,???,???? ?",35.52056,139.71722
1859675,Kawanishi,Kawanishi,Kawanishi,34.81667,135.41667
1859730,Kawaguchi,Kawaguchi,"Kavaguti,Kawaguchi,chuan kou shi,????????,???",35.805,139.72056
1859740,Kawagoe,Kawagoe,Kawagoe,35.90861,139.48528
1859884,Kasukabe,Kasukabe,"Kasukabe,chun ri bu shi,gaseukabe si,????,???? ?",35.97639,139.75361
1859891,Kasugai,Kasugai,"Kasugaj,???????",35.24762,136.97229
1859924,Kashiwa,Kashiwa,"Kashiwa,Kasiva,bai shi,gasiwa si,??????,??,??? ?",35.85444,139.96889
1859951,Kashihara-shi,Kashihara-shi,"Kashihara,Kashihara-shi,jiang yuan,jiang yuan shi,??,???",34.50896,135.7929
1860034,Kariya,Kariya,"Karija,Kariya,Kariya-cho,Kariya-ch?,?????",34.98333,136.98333
1860243,Kanazawa-shi,Kanazawa-shi,"Canasava,Kanadzava,Kanazaua,Kanazawa,Kanazawa-shi,Kanazawa-si,Kanaza?a,ganajawa si,jin ze shi,kanazawashi,?????????,?????,???,???,???? ?",36.59444,136.62556
1860437,Kami-renjaku,Kami-renjaku,"Kami-renjaku,Mitaka,Mitaka-machi,Mitaka-mura,??????",35.68333,139.55
1860672,Kamakura,Kamakura,"Kamakura,gamakula si,kamakwra,lian cang shi,????????,????????,???,???? ?",35.30889,139.55028
1860704,Kakogawa,Kakogawa,"Kakogawa,gakogawa si,jia gu chuan shi,????,???? ?",34.76667,134.85
1860735,Kakamigahara,Kakamigahara,"Kagamigahara,Kagamihara,Kakamigahara,gakamigahala si,ge wu yuan shi,????,?????? ?",35.41667,136.86667
1860827,Kagoshima-shi,Kagoshima-shi,"Kagoshima,Kagoshima-shi,Kagosima,Kagošima,gagosima si,kaghwshyma,kagoshimashi,lu er dao shi,lu r dao shi,????????,????????,?????,????,????,???? ?",31.56018,130.55814
1860871,Kadoma,Kadoma,"Kadoma,Kadome,men zhen shi,??????,???",34.73333,135.58333
1861107,Izumi,Izumi,Izumi,34.48333,135.43333
1861164,Iwatsuki,Iwatsuki,Iwatsuki,35.94278,139.69194
1861212,Iwakuni,Iwakuni,"Ivakuni,Iwakuni,???????",34.15,132.18333
1861310,Itami,Itami,"Itami,Itan,itami si,yi dan shi,?????,???,??? ?",34.78427,135.40126
1861436,Isesaki,Isesaki,"Isesaki,Isezaki",36.31667,139.2
1861449,Isehara,Isehara,Isehara,35.39056,139.30778
1861602,Inazawa,Inazawa,"Inasawa,Inasawacho,Inasawach?,Inazawa,Inazawacho,Inazawach?",35.25,136.78333
1861749,Ikoma,Ikoma,"Ikoma,Ikuma,?????",34.68333,135.7
1861864,Iida,Iida,"Iida,????",35.51965,137.82074
1861949,Ichinomiya,Ichinomiya,"Ichinomiya,Itinomiya,Owari-ichinomiya,ichinomiya si,yi gong shi,???,????? ?",35.3,136.8
1861968,Ichikawa,Ichikawa,"Ichikawa,Itikava,ichikawa si,shi chuan shi,???????,???,???? ?",35.71972,139.92472
1862033,Ibaraki,Ibaraki,"IBR,Ibaragi,Ibaraki,ci cheng shi,ci mu,ci mu shi,???????,???,??,???",34.81641,135.56828
1862302,H?fu,Hofu,"Bofu,Bohu,B?fu,B?hu,Hofu,H?fu",34.05,131.56667
1862415,Hiroshima-shi,Hiroshima-shi,"Chirosima,Hiroshima,Hiroshima-shi,Hirosima,Hirosimo,Hiroxima - guang dao shi,Hiroxima - ???,Hiro?imo,Hiro?ima,Hirošima,Khiroshima,Khirosima,canghwad hi roa chi ma,guang dao shi,hi ro chi ma,hilosima si,hiroshima,hiroshimashi,hirosima,hyrwshyma,hyrwsymh,????????,????????,????????,????????,????????,????????,????????,????????,????????????????,????????,????????,????????,?????,???,???,???? ?",34.39627,132.45937
1862462,Hiratsuka,Hiratsuka,"Hiratsuka,Hiratuka,Khiracuka,ping zhong shi,????????,???",35.32306,139.34222
1862540,Hirakata,Hirakata,"Hirakata,hilakata si,hyrakata, awsaka,mei fang shi,????????? ??????,???,???? ?",34.81352,135.64914
1862599,Hino,Hino,Hino,35.67306,139.40028
1862627,Himeji,Himeji,"Hime,Himedi,Himeji,Himezi,Khimehdzi,himeji si,hymyjy,ji lu shi,???????,??????,???,??? ?",34.81667,134.7
1862636,Hikone,Hikone,"Hikone,Khikoneh,yan gen shi,??????,???",35.25,136.25
1863209,Handa,Handa,"Handa,Khanda,Manda,ban tian shi,?????,???",34.88333,136.93333
1863289,Hamamatsu,Hamamatsu,"Hamamacu,Hamamatsu,Hamamatu,bang song shi,bin song shi,hamamasseu si,???,???,???? ?",34.7,137.73333
1863431,Hadano,Hadano,"Hadano,Hatano,Hatano-machi,hadano si,qin ye shi,???,??? ?",35.37111,139.22361
1863440,Hachi?ji,Hachioji,"Hachioji,Hachi?ji,Hatiozi,Hatiôzi,Khatiodzi,ba wang zi shi,hachioji si,????????,????,???? ?",35.65583,139.32389
1863641,Gifu-shi,Gifu-shi,"Gifu,Gifu-shi,Gihu,gihu si,qi fu shi,????,???,???,?? ?",35.42291,136.76039
1863905,Funabashi,Funabashi,"Funabashi,Furabeshi,Hunabasi,chuan qiao shi,???",35.69306,139.98333
1863917,Fukuyama,Fukuyama,"Fukujama,Fukuyama,Hukuyama,???????",34.48333,133.36667
1863967,Fukuoka-shi,Fukuoka-shi,"Fucuoca,Fukuoka,Fukuoka-shi,Hukuoka,fu gang shi,fukuokashi,fwkwka,hukuoka si,???????,??????,?????,???,???? ?",33.60639,130.41806
1863985,Fukui-shi,Fukui-shi,"Fukui-shi,Fukuj,Hukui,?????,????,???",36.06443,136.22257
1864031,Fukaya,Fukaya,Fukaya,36.2,139.28333
1864092,Fujisawa,Fujisawa,Fujisawa,35.34194,139.47
1864105,Fujinomiya,Fujinomiya,"Fujimiya,Fujinomiya,Omiya,fu shi gong shi,?miya,????",35.21667,138.61667
1864132,Fujieda,Fujieda,"Fudziehda,Fujieda,teng zhi shi,????????,???",34.86667,138.26667
1864134,Fuji,Fuji,Fuji,35.16667,138.68333
1864154,Fuch?,Fuchu,"Fuchu,Fuch?,????",35.66667,139.48333
1864416,Dait?,Daito,,34.7,135.61667
1864518,Ch?fu,Chofu,"Chofu,Ch?fu",35.65556,139.55222
1864572,Chikushino-shi,Chikushino-shi,"chikushino,zhu zi ye,zhu zi ye shi,???,????",33.49631,130.5156
1864624,Chigasaki,Chigasaki,"Chigaraki,Chigasaki,mao~ke qi shi,????",35.32611,139.40389
1864750,Beppu,Beppu,"Behppu,Beppu,?????",33.27361,131.49194
1865005,Ashikaga,Ashikaga,"Ashikaga,Ashikaga - zu li shi,Ashikaga - ???,Asikaga,zu li shi,???????,???",36.33333,139.45
1865294,Anj?,Anjo,"Andzso,Andzsó,Anjo,Anj?,Anziyan,an cheng,an cheng shi,??,???",34.95828,137.08054
1865387,Amagasaki,Amagasaki,"Amagasaki,ni qi shi,???",34.71667,135.41667
1865714,Ageo,Ageo,"Ageo,Ageomura,shang wei shi,???",35.96972,139.58861
1894616,Okinawa,Okinawa,"OKA,Okinava,Okinawa,chong sheng shi,okinawa si,???????,???,???,???? ?",26.33583,127.80139
1907146,Sayama,Sayama,"Irumagawa,Sajama,Sayama,sayama si,xia shan shi,?????,???,??? ?",35.85295,139.41212
1907299,Asaka,Asaka,"Asaka,asaka si,chao xia shi,?????,???,??? ?",35.80472,139.60194
1907301,Toda,Toda,"Toda,hu tian shi,????,???",35.80944,139.6925
1926004,Wakayama-shi,Wakayama-shi,"Vakajama,Wakayama,Wakayama-shi,he ge shan shi,wakayamashi,???????,?????,????",34.22611,135.1675
1926099,Matsuyama-shi,Matsuyama-shi,"Macujama,Matsujamo,Matsuyama,Matsuyama-shi,Matuyama,masseuyama si,matswyama,song shan,song shan shi,?????????,?????,??,???,???? ?",33.83916,132.76574
2110556,Yamagata-shi,Yamagata-shi,"Jamagata,Yamagata-shi,shan xing,shan xing shi,yamagatashi,???????,?????,??,???",38.24056,140.36333
2110683,Tsukuba,Tsukuba,"Tsukuba,XEI",36.2,140.1
2111149,Sendai-shi,Sendai-shi,"Sendai-shi,Sendaj,sendaishi,xian tai,xian tai shi,??????,?????,??,???",38.26889,140.87194
2111220,Sakura,Sakura,"Sakura,??????",35.71667,140.23333
2111684,Narita,Narita,"Narita,cheng tian shi,na ri ta,nalita si,??????,??????,???,??? ?",35.78333,140.31667
2111687,Narashino,Narashino,"Narashino,xi zhi ye shi,????",35.68333,140.03333
2111834,Morioka-shi,Morioka-shi,"Morioka,Morioka-shi,molioka si,moriokashi,sheng gang shi,???????,?????,???,???? ?",39.70361,141.1525
2111901,Mito-shi,Mito-shi,"Mito-shi,mitoshi,shui hu shi,???,???",36.34139,140.44667
2112141,K?riyama,Koriyama,"Korijama,Koriyama,K?riyama,???????",37.4,140.38333
2112312,Katsuta,Katsuta,,36.38333,140.53333
2112539,Iwaki,Iwaki,"Ivaki,Iwaki,?????",37.05,140.88333
2112576,Ishinomaki,Ishinomaki,"Ishinomachi,Ishinomaki,Isinomaki,isinomaki si,shi juan shi,???,????? ?",38.41667,141.3
2112664,Ichihara,Ichihara,"Ichihara,Itikhara,shi yuan shi,???????,???",35.51667,140.08333
2112708,Hitachi,Hitachi,"Hidachi,Hitachi,ri li,??",36.6,140.65
2112923,Fukushima-shi,Fukushima-shi,"Fukushima-shi,Fukusima,Furukawa,Hukusima,fu dao shi,fukushimashi,????????,?????,???",37.75,140.46778
2113015,Chiba-shi,Chiba-shi,"Chiba,Chiba-shi,Ciba,Tiba,chibashi,jiba si,qian ye shi,tshyba,?iba,?iba,????,?????,???,???,?? ?",35.60472,140.12333
2113126,Akita,Akita,Akita,39.71667,140.11667
2113164,Abiko,Abiko,"Abiko,wo sun zi shi,?????,????",35.86667,140.01667
2113719,Akita-shi,Akita-shi,"Akita-shi,akitashi,qiu tian shi,????,???",39.71806,140.10333
2127733,Tomakomai,Tomakomai,"QTM,Tomakomai,Tomakomaj,shan xiao mu,?????????,???",42.63694,141.60333
2128295,Sapporo-shi,Sapporo-shi,"Saporas,Saporo,Sapporia,Sapporo,Sapporo-shi,capporo,sabwrw,sap poa roa,sapporoshi,saspolo si,zha huang shi,??????,???????,??????,???????,?????????,??????,?????,???,??? ?",43.06417,141.34694
2128574,Otaru,Otaru,"Otaru,QOT,otalu si,xiao zun shi,?????,???,??? ?",43.18944,141.00222
2128815,Obihiro,Obihiro,"OBO,Obibiro,Obihiro,Obikhiro,dai guang,???????,??",42.91722,143.20444
2129376,Kushiro,Kushiro,"KUH,Kushira,Kushiro,Kusiro,chuan lu shi,??????,???",42.975,144.37472
2129537,Kitami,Kitami,"Kitami,Kity,Nokkeushi,Nokkeusi,Notsukeushi,Nupukeushi-mura,????",43.80306,143.89083
2130057,Hirosaki,Hirosaki,"Hirosaki,Khirosaki,hilosaki si,hong qian shi,????????,???,???? ?",40.59306,140.4725
2130188,Hakodate,Hakodate,"HKD,Hakodate,Hokodate,Khakodate,ha ko da tea,hakodate si,hakwdath,han guan shi,????????,????????,?????????,???,???? ?",41.77583,140.73667
2130203,Hachinohe,Hachinohe,"Hachinohe,ba hu,??",40.5,141.5
2130404,Ebetsu,Ebetsu,Ebetsu,43.10806,141.55056
2130629,Asahikawa,Asahikawa,"AKJ,Asahigawa,Asahikawa,Asakhigava,Asakhikava,xu chuan,?????????,??",43.76778,142.37028
2130658,Aomori-shi,Aomori-shi,"Aomori,Aomori - qing sen shi,Aomori - ???,Aomori-shi,aomoli si,aomorishi,awmwry,qing sen shi,??????,??????,?????,???,???? ?",40.82444,140.74
6697563,Neyagawa,Neyagawa,"Neyagawa-shi,qin wu chuan,qin wu chuan shi,???,????",34.76615,135.62759
6822096,Hitachi-Naka,Hitachi-Naka,"hitachinaka,hitachinaka shi,hitachinaka-shi,?????,??????",36.39659,140.53479
6822181,Kamagaya-shi,Kamagaya-shi,"Kamagaya,lian~ke gu,lian~ke gu shi,???,????",35.77674,140.00075
6825489,J?etsu,Joetsu,"Joetsu,Joetsu-shi,shang yue,shang yue shi,??,???",37.14828,138.23642
6940394,Saitama,Saitama,"Saitama,???????",35.90807,139.65657
7279570,Higashimurayama-shi,Higashimurayama-shi,"Higashi-Murayama,Higashi-Murayama-shi,Higashimurayama,dong cun shan,dong cun shan shi,???,????",35.75459,139.46852
184622,Nakuru,Nakuru,"NUU,Nakuru,??????",-0.28333,36.06667
184745,Nairobi,Nairobi,"NBO,Nairoba,Nairobi,Nairobis,Nairobo,Nairompi,Najrobi,Najrobo,Naíróbí,Naîrobî,nai luo bi,nailobi,nairobi,nayrwby,nirobi,nyrwby,nyyrwby,????????,???????,???????,???????,???????,??????,??????,????,????,???,????",-1.28333,36.81667
186301,Mombasa,Mombasa,"MBA,Mombaca,Mombasa,Mombassa,Mombaça,Mvita,meng ba sa,monbasa,mwmbasa,mwmbsh,???????,??????,???????,????,???",-4.05466,39.66359
191245,Kisumu,Kisumu,"KIS,Kisumo,Kisumu,Lady Whitehouse,Port Florence,Winam,??????",-0.10221,34.76171
198629,Eldoret,Eldoret,"EDL,Ehldoret,Eldoret,Olderet,Olteret,???????",0.52036,35.26992
1527534,Osh,Osh,"O'sh,OSS,Och,Os,Osch,Osh,Osj,Osz,O?,Oš,ao shen,oshi,shhr awsh,??,???,??? ???,??,??",40.51506,72.80826
1528675,Bishkek,Bishkek,"Bichkek,Bischkek,Bishkek,Bisjkek,Biskek,Biskekas,Biskeko,Biszkek,Bixkek,Bi?keko,Bi?kek,Biškek,Biškekas,FRU,Frunze,Mpiskek,Pishkek,Pishpek,bi shen kai ke,bishukeku,bisyukekeu,bshkyk,byshkk,bysqq,???????,??????,??????,?????,?????,?????,????,?????,????,????",42.87,74.59
1821306,Phnom Penh,Phnom Penh,"Nam Van,Nam-Vang,PNH,Phnom Pen,Phnom Penh,Phnom Pénh,Phnom-Penh,Phnompenh,Phnum Penh,Phnum Pénh,Phnôm Pênh,Phon Phen,Pnom Pen,Pnom Pen'ch,Pnom Penh,Pnompen',Pnompenis,Ville de Phnom Penh,jin bian,peunompen,phnm pen,phnmpey,pnwm pn,punonpen,???? ????,???? ???,????????,???? ??,????? ???,??????,??????,??? ??,????????????,?????,??,???",11.56245,104.91601
1822214,Si?mréab,Siemreab,"Ciudad de Siem Riep,Khett Siem Reab,Siem Reap,Siem Riep,Siem-Reap,Siemrap,Siemrãp,Siêm Ri?p,seiym reiyb,shemuriappu,xian li sheng,xian li shi,????-????,??????????,???????,???,???",13.36667,103.85
1831142,Sihanoukville,Sihanoukville,"Ciudad de Sihanoukville,KOS,Kampong Saom,Kampong Semville,Kampong Somville,Kom Pong Song,Kompong Som,Kompong Somville,Krong Preah Seihanu,Krong Preah Sihanouk,Kr?ng Pre?h Seihan?,Kr?ng Pre?h Sihanouk,Kâmpóng Saôm,Port de Sihanoukville,Preah Seihanouk,Sianukvil',Sihanouk,Sihanoukville,Sikanonville,shianukubiru,sih nu will,xi ha nu ke shi,??????????,??????????,??????????????,???????,?????",10.60932,103.52958
1831797,B?tdâmbâng,Batdambang,"Batdambang,Battamban,Battambang,B?tdâmbâng,Ciudad de Battambang,Khett Batdambang,Phratabong,ma de wang,????????,???",13.10271,103.19822
1866923,W?nsan,Wonsan,"Gensan,Genzan,Genzan Hu,Onsan,Vonsan,Vonsanas,Wensen,Wonsan,W?nsan,Yuenchan,Yuensan,wonsan,wonsansi,yuan shan,yuan shan shi,??????,??,???,??,???",39.15278,127.44361
1869446,Songnim,Songnim,"Kenjiho,Kenjiko,Kenniho,Kenziho,Kyomip'o,Ky?mip’o,Shorin,Sh?rin,Songnim",38.75417,125.645
1870883,Sariw?n,Sariwon,"Hozan,Sa-ri-uen,Sarivone,Sariwon,Sariw?n,Shariin,Syariin,S?-ri-uen,????????",38.50722,125.75583
1871859,Pyongyang,Pyongyang,"Binh Nhuong,Bình Nh??ng,FNJ,Heijo,Heijo-fu,Heij?,Heij?-fu,Heizyo,Heizyo Hu,Heizy?,Heizy? Hu,Hpyeng-yang,P'yongyang,P'y?ngyang,P-hjong-jang,P-hjöng-jang,Pchenjanas,Pchjongjang,Phenian,Phenjan,Phenjana,Phyeng-yang,Phyong-yang,Pienyang,Pingyang,Pion'nkgian'nk,Pjoengjang,Pjongjang,Pjongjango,Pjöngjang,Pkhen'jan,Pkhenjan,Pyengyang,Pyoengyang,Pyongyang,Pyöngyang,P’y?ngyang,bywnyangh,peiyngyang,ping rang,pyeong-yangjighalsi,pyongayanga,pywngyang,????????????,???????,??????,?????????,?????????,????????,???????,??????????,????????,??????,??,??,?????",39.03385,125.75432
1873757,Namp’o,Namp'o,"Channampo,Chinnamp'o,Chinnamp’o,Chinnanpo,Namp'o,Nampkho,Namp’o,Tinnanpo,Treaty Port,Tschin-nam-p-ho,nampo,??????,??",38.7375,125.40778
1876373,Kaes?ng,Kaesong,"Kaesong,Kaes?ng,Kai-seng,Kaijo,Kaij?,Kaisong,Kaizyo,Kaizy?,Kehson,Kesonas,K?sonas,Shoto,Sh?to,Songdo,gaeseongsi,gaeseongteuggeubsi,kai cheng,?????,??,??,???,?????",37.97083,126.55444
1877030,H?ngnam,Hungnam,"Hungbong-ni,Hungdogi-dong,Hungdogil-tong,Hungdok-2-dong,Hungdok-tong,Hungdoki-dong,Hungdong-ni,Hungnam,Hungnam-dong,Hungnam-ni,Hungyam,H?ngbong-ni,H?ngdong-ni,H?ngd?gi-dong,H?ngd?gil-tong,H?ngd?k-2-dong,H?ngd?k-tong,H?ngd?ki-dong,H?ngnam,H?ngnam-dong,H?ngnam-ni,Konan,K?nan",39.83167,127.61861
1877449,Hamh?ng,Hamhung,"Hamheung,Hamhunas,Hamhung,Hamhungo,Hamh?ng,Hienhing,Kanko,Kank?,hamheung,hamheungsi,xian xing,xian xing shi,??,???,??,???",39.91833,127.53639
1877615,Haeju,Haeju,"Haeju,Hai-dschu,Hai-ju,Hai-tjyou,Haijuube,Haitcheou,Kaishu,Kaish?,Khehdzhu,?????",38.04056,125.71472
2040893,Sin?iju,Sinuiju,"New Eui-chu,Shingishu,Shingish?,Sin-eui-chu,Sin-gi-shu,Sinuidzu,Sinuidžu,Sinuiju,Sinyichju,Sin?iju,Szinidzsu,Wi-dschu,Wi-ju,sin-uiju,sin-uijusi,xin yi zhou,xin yi zhou shi,???,????,???,????",40.10056,124.39806
2043572,Kanggye-si,Kanggye-si,"Kakai,Kang-ge,Kange,Kanggye,Kanggye-si,Kokai,K?kai,gang-gye,gang-gyesi,jiang jie,jiang jie shi,?????,??,???,??,???",40.96946,126.58523
2044757,Ch’?ngjin,Ch'ongjin,"Ch'ongjin,Ch'?ngjin,Chkhonchzhine,Chongjin,Chonjin,Ch’?ngjin,Condzinas,Cshongdzsin,Seishin,Seisin,Tschiun-tschan,Tschiün-tschan,cheongjin,cheongjinsi,qing jin,qing jin shi,?ondžinas,?????????,??,???,??,???",41.79556,129.77583
1832157,Reisui,Reisui,"Josu,Rasui,Reisui,Yosu,Y?su,????",34.74417,127.73778
1832847,Yangju,Yangju,"Yangju-gun,yangju,yangjusi,??,???",37.83311,127.06169
1833105,W?nju,Wonju,"Genshu,Gensh?,Wonju,W?nju",37.35139,127.94528
1833747,Ulsan,Ulsan,"USN,Ul'san,Ulsan,Urusan,ulsangwang-yeogsi,wei shan,wei shan guang yu shi,??????,??,?????,?????",35.53722,129.31667
1833788,Vijongbu,Vijongbu,"Euijeongbu,Giseifu,Uijongbu,Vijongbu,uijeongbu,?ij?ngbu,???",37.7415,127.0474
1835235,Daejeon,Daejeon,"Daejeon,Daejon,Daiden,QTW,Taejon,Taej?n,Taiden,Tehdzhon,Tetyan,Thai-tyen,Th?i-tyen,T?tyan,da tian guang yu shi,daejeon,daejeongwang-yeogsi,??????,?????,?????,??,?????",36.32139,127.41972
1835329,Daegu,Daegu,"Daegu,Daikyu,Daiky?,TAE,Taegu,Taeguo,Taikando,Taikand?,Taiku,Taikyu,Taiky?,Tehgu,da qiu,da qiu guang yu shi,daegugwang-yeogsi,??i Khâu,????,??,?????,?????",35.87028,128.59111
1835553,Suigen,Suigen,"Suigen,Suvon,Suwon,Suw?n,shui yuan shi,suwon,suwonsi,?????,???,??,???",37.29111,127.00889
1835648,Sunchun,Sunchun,"Junten,Sunch'on,Suncheon,Sunchun,Sunch’?n,suncheon,??",34.94808,127.48947
1835848,Seoul,Seoul,"Choei-yuen,Ha-seng,Han-yang,Hang-yang-tcheng,Hansong,Hans?ng,H?-seng,H?n-yang,Kan-yo-jo,Kan-y?-j?,Keijo,Keizyoe,Keizy?e,Kiung,Kyongsong,Ky?ngs?ng,SEL,Seoel,Seoul,Seuel,Seul,Seula,Seulas,Seulo,Seulum,Seúl,Seül,Soeul,Soul,Suigen,Sye-ul,Syou-ouen,Szoeul,Szöul,Séoul,Söul,S?ul,Wang-ching,Wo-jo,W?-j?,ciyol,seoul,seoulteugbyeolsi,shou er,siyola,sol,sola,souru te bie shi,sywl,?????,????,?????,????,?????,????,?????,?????,???,??????,???,??,??????,??,??,?????",37.56826,126.97783
1838524,Busan,Busan,"Busan,Busán,Fousan,Fusan,Fuzan,PUS,Phu San,Ph? San,Pusan,Pusana,Pusano,Tsau-liang-hai,busangwang-yeogsi,fu shan,fu shan guang yu shi,pu san,?????,?????,??,?????,?????",35.10278,129.04028
1838716,Bucheon,Bucheon,"Bucheon,Puch'on,Puchkhon,Puch’?n,bucheonsi,fu chuan shi,??????,???,???",37.49889,126.78306
1839071,Hoko,Hoko,"Geijitsu,Hoko,Hoko-do,Hok?-d?,P'ohang,P'ohang-dong,P’ohang,P’ohang-dong",36.03222,129.365
1839652,Osan,Osan,"Osan,Osan-ni,Usan-ri,osan,??",37.15222,127.07056
1841066,Moppo,Moppo,"Mogpkho,Mogpo,Mok-pho,Mokp'o,Mokp’o,Mokuho,Moppo,??????",34.79361,126.38861
1841245,Masan,Masan,"Basan,Basen,Bazan,Bazanpo,Ma-sam-pho,Ma-san-p-ho,Mansan,Masampo,Masan,Masan-si,Masanpo,ma shan shi,masansi,?????,?????-??,???,???,???",35.20806,128.5725
1841598,Keizan,Keizan,"Gyeongsan,Keigan,Keisan,Keizan,Kjonsan,Kyongsan,Ky?ngsan,gyeongsansi,??????,???",35.82333,128.73778
1841603,Kyonju,Kyonju,"Gyeongju,Keishu,Keish?,Keisyu,Keisy?,Kjondzhu,Kjong-dschu,Kjöng-dschu,Kyeng-chu,Kyeng-ju,Kyong-choo,Kyongju,Kyonju,Ky?ngju,gyeongjusi,qing zhou,qing zhou shi,??????,??,???,???",35.84278,129.21167
1841811,Gwangju,Gwangju,"Gwangju,KWJ,Koshu,Kosyu,Kuangju,Kvandzhu,Kwang-choo,Kwang-dschu,Kwangju,K?sh?,K?sy?,guang zhou,guang zhou guang yu shi,gwangjugwang-yeogsi,???????,??,?????,?????,?????",35.15472,126.91556
1841988,Kuri,Kuri,"Kuri,Kuri-shi,guli,??",37.5986,127.1394
1842025,Kunsan,Kunsan,"Gunsan,Gunzan,Kunsan,Kunzan,gunsansi,qun shan shi,??????,???,???",35.97861,126.71139
1842225,Kumi,Kumi,"Kibi,Kumi,Kwimi,gumi,????,??",36.1136,128.336
1842485,Goyang,Goyang,"Goyang,Koyang,Koyang-ni,Koyo,K?y?,QYK,goyang,goyangsi,??,???",37.65639,126.835
1842943,Kimhae,Kimhae,"Gimhae,Kimhae,Kinkai,Kumhae,K?mhae",35.23417,128.88111
1842944,Gimcheon,Gimcheon,"Gimcheon,Kimch'on-si,Kimch'?n-si,Kumch'on-si,K?mch'?n-si,gim cheonsi,gimcheon,? ??,??",36.12176,128.11981
1843137,Kang-neung,Kang-neung,"Gangneung,Gangreung,Kaguun,Kang-neung,Kangnung,Kangn?ng,Kannyn,Koryo,K?ry?,gangleungsi,jiang ling shi,??????,???,???",37.75556,128.89611
1843491,Iksan,Iksan,"Iksan,Iri,Riri,?????",35.94389,126.95444
1843564,Incheon,Incheon,"Chemulpho,Chemulpo,Choimulpo,Inch'on,Inch'?n,Incheon,Inchkhon,Inchon,Inch’?n,Incona,In?ona,JCN,Jen-tchoan,Jinsen,Nhan Xuyen,Nhân Xuyên,Tchemoulpo,Tjyei-moul-hpo,Tsche-mul-p-ho,incheongwang-yeogsi,ren chuan,ren chuan guang yu shi,?ncheon,?????,??????,??,?????,?????",37.45361,126.73167
1843702,Ich'?n,Ich'on,"Ich'on,Ich'?n,Icheon,Risen,icheon,??",37.27917,127.4425
1843847,Hwaseong,Hwaseong,"Hwaseong gun,Hwasong-gun,Hwas?ng-gun,Suigen,Suwon-gun,Suw?n-gun,Whasung-Gun,hwaseong,hwaseongsi,??,???",37.20682,126.8169
1845136,Chuncheon,Chuncheon,"Ch'unch'on,Chhun-chhen,Chkhunchkhon,Chuncheon,Ch’unch’?n,QUN,Shunsen,Shusen,Syunsen,Tsch-hun-tsch-hon,Tsch-hun-tsch-h?n,chun chuan shi,chuncheonsi,????????,???,???",37.87472,127.73417
1845457,Jeonju,Jeonju,"CHN,Chenju,Chondzhu,Chongju,Chonju,Chunju,Ch?ngju,Ch?nju,Jenchu,Jeonju,Tjyen-tjyou,Tschon-dschu,Tschön-dschu,Tsiuentcheou,Tyondyu,Tyondy?,jeonju,jeonjusi,quan zhou,quan zhou shi,??????,??,???,??,???",35.82194,127.14889
1845604,Cheongju,Cheongju,"CJJ,Ch'ongju,Ch'ungju,Cheng-ju,Cheongju,Cheonju,Chkhundzhu,Chungju,Ch’?ngju,Seishu,Seish?,Seisyu,Seisy?,Tschong-dschu,Tschöng-dschu,Tyundyu,chungjusi,zhong zhou shi,???????,???,???",36.63722,127.48972
1845759,Tenan,Tenan,"Ch'onan,Cheonan,Chkhonan,Chkhonan-si,Ch’?nan,Tenan,Thyen-an,Thyen-?n,cheon-an,cheon-ansi,tian an shi,??????,??????-??,???,??,???",36.8065,127.1522
1846052,Chinju,Chinju,"Chindzhu,Chinju,Jinju,Shinshu,Shinsh?,Sinsyu,Sinsy?,Tschin-dschu,jin zhou,jin zhou shi,jinjusi,??????,??,???,???",35.19278,128.08472
1846069,Chinhae,Chinhae,"Chinhae,Chinkae,Chinkai,Chinkheh,Jinhae,Tinkai,jinhaesi,zhen hai shi,?????,???,???,???",35.14944,128.65972
1846266,Jeju,Jeju,"CJU,Chedzhu,Cheju,Chu-sung,Chyei Chyu,Jeju,Jeju City,Jeju-si,Kota Jeju,Saishu,Saish?,Saisyu,Saisyu Yu,Saisy?,Saisy? Y?,Tsche-dschu,Tse-tsiu,Tsitcheou,jejusi,ji zhou shi,?????,???,???",33.50972,126.52194
1846326,Changwon,Changwon,"Ch'angwon,Ch'angw?n,Changwon,Chkhanvon,Ch’angw?n,Sangwon,Shogen,Sh?gen,chang yuan,chang yuan shi,chang-wonsi,???????,??,???,???",35.22806,128.68111
1846898,Anyang,Anyang,"An""jan,Anyang,Anyang-ni,Anyo,Anyo-ri,Any?,Any?-ri,an yang shi,an-yang,an-yangsi,?????,???,??,???",37.3925,126.92694
1846918,Ansan,Ansan,"Ansan,Ansan-si,Anzan,Onson,an shan shi,ansansi,?????-??,?????,???,???",37.32361,126.82194
1846986,Andong,Andong,"Andang,Andon,Andong,Anto,Ant?,?????",36.56556,128.725
